carat,cut,color,clarity,depth,table,price,x,y,z
0.59,Ideal,E,VVS2,61.8,57.0,3026,5.35,5.4,3.32
1.03,Very Good,H,SI1,63.4,62.0,4406,6.46,6.27,4.05
0.41,Premium,G,SI1,62.6,59.0,719,4.72,4.77,2.97
1.01,Premium,F,SI1,62.2,59.0,5345,6.41,6.36,3.97
0.74,Ideal,G,SI1,62.7,56.0,2309,5.78,5.74,3.61
1.04,Ideal,G,SI1,61.9,56.0,5311,6.46,6.5,4.01
0.7,Premium,D,VS2,60.9,57.0,2909,5.71,5.69,3.47
0.4,Ideal,H,SI2,61.9,58.0,596,4.71,4.73,2.92
0.27,Very Good,E,VS1,62.9,56.0,470,4.12,4.15,2.6
1.18,Ideal,I,SI1,62.2,56.0,5088,6.85,6.75,4.23
1.02,Ideal,G,I1,61.5,56.0,3382,6.49,6.46,3.98
0.6,Ideal,I,SI1,62.2,58.0,1342,5.37,5.41,3.35
1.0,Good,J,VS2,58.7,61.0,3769,6.5,6.52,3.82
1.15,Ideal,G,VVS2,61.8,56.0,9457,6.72,6.75,4.16
0.7,Premium,G,VVS2,60.2,61.0,2999,5.74,5.66,3.43
0.4,Premium,D,SI1,61.1,58.0,772,4.74,4.75,2.9
1.0,Premium,F,VS2,61.3,59.0,5347,6.39,6.35,3.9
1.0,Premium,F,SI1,62.1,59.0,5060,6.36,6.39,3.96
0.56,Premium,E,VVS2,59.2,56.0,2496,5.49,5.39,3.22
0.57,Ideal,E,VS2,60.8,56.0,1919,5.34,5.37,3.26
1.0,Very Good,I,VS2,61.9,59.0,5020,6.35,6.38,3.94
0.41,Ideal,E,VS2,61.8,57.0,935,4.76,4.78,2.95
0.7,Premium,J,VS1,62.0,58.0,1657,5.68,5.74,3.54
1.06,Very Good,F,SI1,62.3,56.0,4995,6.5,6.57,4.07
0.49,Premium,E,VS1,58.1,62.0,1577,5.2,5.13,3.0
0.72,Premium,D,SI1,60.4,59.0,2691,5.77,5.72,3.47
0.76,Very Good,E,IF,61.9,56.0,4798,5.83,5.85,3.62
1.32,Premium,J,SI2,61.2,59.0,4160,7.08,7.04,4.32
1.09,Ideal,H,SI2,62.0,57.0,4264,6.61,6.55,4.08
0.56,Ideal,F,SI2,61.9,55.0,1212,5.27,5.31,3.28
0.3,Ideal,F,VS1,62.6,57.0,570,4.29,4.34,2.7
0.82,Very Good,G,SI2,62.5,56.0,2893,5.99,6.04,3.76
0.54,Premium,I,VVS2,60.9,59.0,1944,5.28,5.26,3.21
1.44,Premium,G,VS1,61.8,57.0,11588,7.21,7.09,4.42
1.2,Premium,J,VS1,59.1,61.0,5107,7.0,6.94,4.12
0.24,Ideal,F,VVS1,62.0,56.0,678,3.99,4.01,2.48
0.54,Premium,H,VVS2,60.6,60.0,1662,5.29,5.31,3.21
0.23,Ideal,F,VVS2,62.3,56.0,530,3.95,4.01,2.48
0.36,Premium,E,SI1,62.2,59.0,589,4.53,4.57,2.83
1.0,Good,D,SI1,64.9,53.0,5469,6.27,6.3,4.08
0.3,Ideal,H,VS1,61.6,55.0,675,4.3,4.27,2.64
0.54,Ideal,D,VS1,61.4,57.0,2039,5.21,5.24,3.21
0.7,Premium,H,VVS2,61.0,57.0,2596,5.76,5.72,3.5
1.24,Ideal,J,SI1,61.8,57.0,4875,6.92,6.86,4.26
2.01,Ideal,F,SI2,61.9,55.0,18395,8.1,8.05,5.0
0.3,Ideal,G,VVS2,62.6,53.0,665,4.31,4.35,2.71
0.3,Premium,I,SI1,61.9,61.0,506,4.29,4.27,2.65
1.22,Ideal,G,VS1,62.5,57.0,8608,6.82,6.77,4.25
1.21,Very Good,H,SI2,62.6,61.0,5324,6.7,6.75,4.21
1.0,Good,F,SI1,63.8,58.0,4586,6.28,6.22,3.99
2.0,Fair,H,VS1,66.0,56.0,14199,7.79,7.72,5.12
1.2,Good,J,VS1,64.1,57.0,5601,6.68,6.74,4.3
0.3,Ideal,D,SI2,61.1,58.0,413,4.31,4.33,2.64
0.3,Ideal,G,VS1,61.8,57.0,624,4.29,4.32,2.66
0.7,Premium,H,SI1,59.0,60.0,2331,5.86,5.81,3.44
1.75,Ideal,G,VS2,62.6,56.0,16783,7.72,7.65,4.81
1.0,Very Good,D,SI1,59.8,59.0,5671,6.47,6.51,3.88
1.01,Very Good,G,VS2,62.5,57.0,5679,6.37,6.4,3.99
0.52,Ideal,D,VS2,62.1,57.0,1774,5.13,5.17,3.2
0.7,Ideal,D,VS2,62.4,57.0,2867,5.68,5.61,3.52
0.33,Ideal,E,VS2,61.8,55.0,723,4.45,4.48,2.76
0.43,Ideal,H,VVS2,61.3,56.0,1008,4.9,4.86,2.99
1.03,Ideal,G,VVS1,62.4,57.0,8608,6.47,6.39,4.01
0.42,Ideal,H,VVS2,62.0,57.0,1055,4.82,4.79,2.98
1.01,Good,H,VS2,64.3,58.0,4489,6.27,6.2,4.01
1.51,Ideal,D,SI1,61.9,57.0,11834,7.35,7.42,4.57
0.72,Very Good,G,VVS2,60.1,60.0,3449,5.79,5.82,3.49
0.79,Good,G,SI1,63.6,57.0,2726,5.86,5.84,3.72
0.41,Ideal,D,SI1,61.7,56.0,744,4.77,4.8,2.95
0.63,Ideal,F,VVS2,61.9,57.0,2835,5.47,5.51,3.4
1.12,Premium,I,VS2,62.8,57.0,4986,6.68,6.61,4.17
0.52,Ideal,E,VS2,61.2,56.0,1815,5.23,5.16,3.18
1.03,Very Good,D,VS2,63.3,57.0,7102,6.39,6.44,4.06
0.7,Very Good,E,VVS2,61.7,57.0,4240,5.68,5.71,3.51
0.36,Premium,G,VS1,59.7,59.0,726,4.61,4.64,2.76
0.5,Ideal,F,VS1,61.4,58.0,1601,5.07,5.12,3.13
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58
0.64,Good,F,SI1,57.9,64.0,1646,5.76,5.65,3.3
0.53,Very Good,E,IF,59.8,60.0,2542,5.28,5.35,3.18
0.5,Premium,G,VVS1,61.3,57.0,1987,5.15,5.07,3.13
1.23,Ideal,I,SI2,62.1,56.0,5269,6.88,6.84,4.26
0.36,Ideal,G,VS1,62.9,57.0,932,4.6,4.56,2.88
0.53,Ideal,E,VS1,61.6,55.6,2019,5.19,5.24,3.22
1.25,Premium,J,VS1,62.0,58.0,5500,6.89,6.92,4.28
1.05,Very Good,H,SI2,63.0,59.0,4158,6.44,6.48,4.07
0.44,Very Good,E,SI1,63.2,53.0,970,4.87,4.84,3.07
0.71,Ideal,G,VS2,62.5,57.0,2511,5.72,5.68,3.56
0.74,Ideal,F,SI2,61.9,56.0,2623,5.81,5.85,3.61
0.7,Very Good,F,SI1,62.3,57.0,2267,5.62,5.65,3.51
2.13,Premium,H,SI2,62.3,57.0,17073,8.24,8.16,5.11
1.12,Very Good,F,SI1,61.4,63.0,5374,6.7,6.68,4.11
0.4,Ideal,E,VVS2,62.1,55.0,1158,4.74,4.76,2.95
0.33,Ideal,E,VS1,60.2,57.0,1002,4.52,4.48,2.71
2.26,Very Good,H,SI2,63.2,58.0,13095,8.38,8.26,5.26
2.11,Premium,J,SI2,60.7,60.0,12440,8.2,8.27,5.0
0.3,Premium,G,VS2,62.6,62.0,630,4.25,4.21,2.65
1.55,Premium,G,SI1,59.8,59.0,9600,7.47,7.45,4.46
0.3,Very Good,D,SI2,62.4,59.0,447,4.25,4.28,2.66
1.04,Premium,F,VS2,59.6,62.0,6278,6.62,6.56,3.93
0.83,Good,E,SI1,63.7,59.0,3250,5.95,5.89,3.77
1.5,Premium,H,SI1,61.8,60.0,10567,7.31,7.23,4.49
0.41,Good,F,VVS2,58.6,60.0,1172,4.83,4.87,2.84
1.0,Very Good,D,SI1,62.1,58.0,5390,6.34,6.45,3.97
0.23,Good,F,VS2,61.0,57.0,442,3.97,4.01,2.44
0.28,Very Good,E,VVS2,63.6,56.0,596,4.13,4.17,2.64
1.15,Premium,J,SI1,62.3,55.0,4347,6.76,6.66,4.18
0.71,Very Good,G,VS1,60.8,63.0,2982,5.76,5.68,3.48
0.43,Ideal,H,VS1,61.2,55.0,1329,4.87,4.9,2.99
2.01,Very Good,I,VS2,59.6,58.0,16383,8.18,8.23,4.89
1.5,Very Good,H,VS2,62.0,55.0,9706,7.26,7.37,4.57
1.31,Ideal,I,VS1,61.8,55.0,8611,7.03,7.05,4.35
0.57,Premium,E,SI1,62.5,57.0,1429,5.28,5.22,3.28
0.36,Ideal,E,VS2,61.7,57.0,878,4.59,4.55,2.82
0.52,Very Good,G,VS2,63.3,57.0,1450,5.11,5.09,3.23
0.31,Ideal,D,VVS2,61.9,56.0,766,4.37,4.39,2.71
0.51,Very Good,E,VS2,63.6,59.0,1577,4.99,5.07,3.2
0.9,Very Good,F,SI1,63.0,61.0,4009,6.09,6.14,3.85
0.3,Very Good,I,VS1,61.8,63.0,567,4.29,4.26,2.64
0.28,Ideal,E,VVS2,62.4,56.0,646,4.16,4.2,2.61
0.71,Premium,G,VS1,60.8,59.0,2686,5.76,5.72,3.49
0.41,Ideal,E,VVS2,62.0,56.0,1187,4.72,4.76,2.94
2.02,Premium,H,SI1,62.2,59.0,14574,8.09,8.05,5.02
0.32,Ideal,E,VS2,61.6,56.0,637,4.4,4.43,2.72
0.33,Ideal,F,VS2,61.3,56.0,666,4.43,4.47,2.73
0.62,Very Good,F,VS2,59.5,63.0,1832,5.54,5.49,3.28
1.01,Very Good,H,VS2,62.6,61.0,4821,6.35,6.4,3.99
1.52,Very Good,J,VS1,62.2,55.0,8217,7.35,7.42,4.59
0.37,Premium,E,VS2,61.0,59.0,888,4.65,4.6,2.82
0.47,Premium,G,SI1,62.7,58.0,995,4.99,4.97,3.12
0.24,Premium,D,VVS2,59.5,62.0,668,4.06,4.04,2.41
0.75,Ideal,D,SI2,61.5,55.0,2618,5.85,5.89,3.61
0.32,Ideal,E,VVS2,61.5,56.0,1010,4.41,4.44,2.72
1.19,Premium,I,SI1,62.2,58.0,4777,6.73,6.77,4.2
0.75,Ideal,J,VS1,61.9,56.0,2161,5.81,5.85,3.61
0.53,Good,E,VS2,63.7,55.0,1607,5.12,5.15,3.27
0.31,Good,H,VS2,63.8,56.0,586,4.33,4.29,2.75
0.22,Premium,F,SI1,61.7,60.0,470,3.9,3.85,2.39
0.77,Very Good,E,VS2,60.4,58.0,3911,5.94,6.01,3.61
1.04,Premium,G,VS2,62.5,58.0,6290,6.47,6.43,4.03
1.39,Ideal,G,IF,60.6,55.0,13061,7.27,7.21,4.39
0.64,Premium,D,SI1,62.3,58.0,2074,5.53,5.49,3.43
0.65,Ideal,D,VVS1,60.9,57.0,5052,5.58,5.61,3.41
0.55,Ideal,G,VS2,61.4,56.3,1662,5.26,5.29,3.24
1.23,Ideal,H,SI1,61.0,56.0,6439,6.96,6.92,4.23
1.0,Premium,D,SI2,59.4,60.0,4626,6.56,6.48,3.87
0.95,Premium,H,SI2,58.8,60.0,3652,6.45,6.38,3.77
2.3,Ideal,I,SI2,61.8,57.0,16181,8.45,8.48,5.23
0.57,Premium,E,SI2,61.2,57.0,1414,5.35,5.31,3.26
0.3,Very Good,J,VS1,59.5,60.0,427,4.39,4.45,2.63
1.01,Ideal,F,VS2,62.6,57.0,6501,6.39,6.43,4.01
0.37,Premium,F,VS2,59.7,59.0,746,4.64,4.68,2.78
0.59,Very Good,I,SI1,61.7,55.2,1257,5.39,5.41,3.33
1.21,Very Good,J,VS1,62.6,57.0,5452,6.71,6.8,4.23
0.31,Very Good,E,IF,58.1,60.0,987,4.45,4.5,2.6
1.06,Ideal,G,VS2,61.8,57.0,6128,6.52,6.56,4.04
0.72,Ideal,E,SI1,62.9,54.0,2590,5.76,5.72,3.61
0.3,Very Good,F,VVS1,61.6,56.0,694,4.34,4.36,2.68
0.7,Ideal,E,SI1,61.6,56.0,3330,5.7,5.72,3.52
0.9,Premium,H,VS2,62.7,59.0,4082,6.15,6.1,3.84
0.5,Ideal,E,SI2,61.4,57.0,1240,5.14,5.09,3.14
1.58,Ideal,E,VS1,62.6,56.0,18057,7.44,7.41,4.65
0.4,Ideal,G,IF,62.0,56.0,1229,4.73,4.76,2.94
0.28,Ideal,F,VVS2,62.6,54.0,787,4.21,4.22,2.64
1.01,Fair,F,SI2,67.3,62.0,3597,6.09,6.03,4.08
1.0,Premium,D,SI2,62.2,61.0,4626,6.36,6.3,3.94
1.01,Ideal,H,SI2,60.7,59.0,4078,6.47,6.45,3.92
0.7,Very Good,H,SI1,62.1,59.0,2213,5.62,5.66,3.5
1.27,Premium,J,VS1,62.6,59.0,5518,6.88,6.92,4.32
1.5,Ideal,I,VS1,60.5,56.0,9533,7.38,7.46,4.49
0.4,Very Good,G,SI1,61.9,55.0,682,4.71,4.75,2.93
1.01,Premium,G,SI2,62.0,58.0,4327,6.41,6.37,3.96
1.01,Very Good,G,SI1,63.5,60.0,4271,6.41,6.38,3.92
0.31,Ideal,G,VVS1,62.1,53.0,789,4.36,4.4,2.72
0.32,Good,D,SI1,63.5,55.0,589,4.31,4.35,2.75
0.7,Very Good,G,VS1,62.8,58.0,2613,5.62,5.68,3.55
1.71,Premium,G,SI1,60.6,58.0,13666,7.79,7.75,4.71
0.71,Very Good,G,VS2,63.1,58.0,2515,5.69,5.6,3.56
0.49,Premium,G,SI2,59.4,60.0,1084,5.17,5.14,3.06
0.37,Ideal,E,VS2,62.7,56.0,811,4.55,4.6,2.87
0.38,Premium,G,VVS1,61.3,57.0,1064,4.68,4.62,2.85
1.56,Premium,J,VS1,61.1,59.0,8476,7.52,7.49,4.58
0.3,Ideal,E,VS1,61.9,58.0,694,4.27,4.29,2.65
0.72,Ideal,G,SI2,62.1,55.3,2089,5.72,5.74,3.56
1.0,Premium,F,I1,58.9,60.0,2841,6.6,6.55,3.87
1.01,Ideal,G,SI2,61.5,57.0,4783,6.43,6.45,3.96
1.18,Premium,I,SI1,61.8,58.0,5617,6.78,6.74,4.18
0.9,Very Good,H,SI1,63.2,61.0,3242,6.12,6.03,3.84
2.01,Premium,H,SI2,63.0,59.0,15917,7.93,7.9,4.99
0.47,Premium,G,VS2,61.8,60.0,1102,4.98,4.95,3.07
1.18,Premium,J,SI2,61.3,60.0,4197,6.78,6.83,4.17
0.3,Premium,G,IF,60.0,59.0,956,4.34,4.32,2.6
0.78,Ideal,H,VVS2,61.7,55.0,3015,5.9,5.94,3.65
0.71,Ideal,D,SI2,61.5,56.0,2633,5.78,5.74,3.54
0.91,Premium,I,SI2,60.2,59.0,2981,6.29,6.24,3.77
1.02,Ideal,E,SI2,60.3,57.0,4712,6.5,6.53,3.95
1.0,Premium,F,VVS1,61.0,60.0,9901,6.43,6.39,3.91
1.04,Ideal,G,VS2,62.0,59.0,6286,6.43,6.5,4.01
0.24,Very Good,E,VVS2,64.4,53.0,485,3.92,3.94,2.53
2.25,Good,J,SI1,62.4,61.0,15287,8.29,8.35,5.19
0.91,Good,G,VS2,59.9,61.0,4125,6.2,6.33,3.75
0.51,Very Good,F,VS1,61.4,60.0,1604,5.07,5.13,3.13
0.54,Ideal,D,VS1,61.4,53.0,1955,5.28,5.3,3.25
0.34,Ideal,F,VS2,62.1,55.0,880,4.51,4.47,2.79
0.8,Good,E,SI2,57.7,65.0,2640,6.13,6.08,3.52
1.31,Ideal,G,VS2,61.9,56.0,9085,7.08,7.05,4.37
1.02,Premium,G,VS2,62.6,59.0,5978,6.39,6.43,4.01
0.73,Fair,F,SI2,64.7,56.0,1631,5.6,5.53,3.6
1.0,Good,E,VS2,60.7,62.0,6279,6.33,6.46,3.88
1.51,Ideal,G,VS2,60.8,54.0,12210,7.45,7.43,4.52
0.35,Ideal,I,VS1,60.9,57.0,709,4.59,4.54,2.78
0.4,Good,D,VVS2,60.2,63.0,1135,4.74,4.8,2.87
2.11,Ideal,H,SI2,61.5,57.0,12179,8.3,8.25,5.09
0.9,Ideal,H,SI1,62.5,56.0,4492,6.14,6.18,3.85
1.19,Good,G,VVS2,61.1,61.0,8995,6.86,6.83,4.18
0.34,Ideal,E,SI1,62.1,55.0,765,4.51,4.47,2.79
0.28,Very Good,E,VVS2,61.0,57.0,707,4.22,4.25,2.58
0.58,Premium,E,SI1,62.1,58.0,1812,5.35,5.31,3.31
1.21,Ideal,H,SI1,61.1,57.0,6180,6.91,6.83,4.2
1.01,Ideal,D,VVS1,62.5,55.0,11767,6.44,6.39,4.01
0.57,Ideal,E,SI1,62.1,56.0,1728,5.33,5.3,3.3
1.03,Ideal,F,SI2,61.6,55.0,4683,6.46,6.49,3.99
0.33,Premium,E,SI1,60.9,58.0,579,4.46,4.5,2.73
2.05,Premium,H,SI2,62.5,58.0,16431,8.12,8.08,5.06
0.9,Very Good,I,SI2,62.5,58.0,3001,6.1,6.15,3.83
0.9,Ideal,D,SI1,62.5,57.0,4579,6.12,6.2,3.85
1.2,Ideal,G,SI1,62.7,56.0,7372,6.78,6.83,4.27
0.57,Premium,F,VS2,59.8,59.0,1760,5.4,5.37,3.22
1.5,Very Good,E,VS2,61.0,55.0,13963,7.38,7.45,4.52
1.01,Very Good,F,VS1,63.9,55.0,6679,6.28,6.36,4.04
0.33,Ideal,E,VS1,59.6,56.0,1002,4.54,4.49,2.69
0.33,Good,I,VVS2,63.7,56.0,579,4.36,4.4,2.79
0.52,Ideal,F,VS1,62.2,55.0,1778,5.14,5.18,3.21
0.53,Premium,G,VVS2,60.8,58.0,1914,5.25,5.18,3.17
0.39,Premium,F,VVS1,62.7,57.0,1290,4.68,4.64,2.92
0.3,Premium,E,VS2,59.1,58.0,658,4.37,4.39,2.59
0.71,Premium,E,SI1,60.3,58.0,2479,5.78,5.76,3.48
0.72,Very Good,H,VS1,62.2,54.0,2877,5.74,5.76,3.57
0.38,Very Good,D,SI1,62.2,53.8,831,4.65,4.69,2.9
1.19,Premium,H,SI1,61.4,58.0,5595,6.79,6.83,4.18
0.74,Very Good,E,VS2,61.8,58.0,3180,5.79,5.82,3.59
1.01,Premium,D,VVS2,62.4,60.0,10221,6.31,6.36,3.95
1.04,Very Good,J,SI2,63.2,58.6,3924,6.35,6.39,4.03
0.24,Very Good,I,VVS1,62.3,57.0,336,3.95,3.98,2.47
0.46,Premium,D,VVS1,60.0,59.0,1898,5.0,5.04,3.01
0.71,Premium,D,VVS1,59.2,59.0,4234,5.88,5.84,3.47
0.31,Ideal,D,VVS2,61.5,56.0,828,4.39,4.43,2.71
0.26,Premium,E,VVS1,62.3,60.0,769,4.09,4.07,2.54
0.3,Premium,D,SI1,61.7,60.0,709,4.28,4.25,2.63
0.37,Premium,F,VS2,59.7,59.0,957,4.68,4.64,2.78
0.41,Very Good,F,SI1,63.0,56.0,705,4.71,4.78,2.99
0.95,Premium,F,SI1,62.9,59.0,4682,6.24,6.13,3.89
0.54,Ideal,H,VVS1,60.4,55.0,1944,5.32,5.27,3.2
0.8,Premium,H,SI2,61.6,59.0,2409,5.92,5.86,3.63
0.39,Good,G,VVS1,61.6,61.0,1041,4.71,4.74,2.91
0.56,Ideal,F,SI1,61.5,55.0,1365,5.32,5.35,3.28
1.22,Very Good,H,SI1,63.5,55.0,6387,6.78,6.73,4.29
0.56,Very Good,D,SI1,63.1,57.0,1777,5.22,5.19,3.29
1.28,Premium,I,SI1,59.4,61.0,3942,7.11,7.04,4.2
1.09,Good,F,SI2,60.8,61.4,5167,6.59,6.64,4.02
0.32,Ideal,G,VVS1,62.4,56.0,842,4.36,4.39,2.73
1.01,Premium,H,VS2,60.7,61.0,4921,6.47,6.39,3.9
1.09,Ideal,G,SI1,62.2,56.0,4970,6.6,6.55,4.09
0.81,Ideal,F,SI2,58.8,57.0,2761,6.14,6.11,3.6
0.9,Premium,D,SI1,61.2,60.0,4304,6.19,6.14,3.77
1.52,Very Good,G,VS2,61.6,56.0,12730,7.37,7.43,4.56
0.53,Very Good,G,VS2,60.1,59.0,1449,5.22,5.26,3.15
0.36,Premium,F,VS2,59.4,56.0,905,4.71,4.69,2.79
0.54,Ideal,D,VS2,61.8,57.0,1892,5.22,5.26,3.24
0.33,Premium,E,SI1,62.2,59.0,743,4.43,4.41,2.75
0.45,Ideal,F,SI1,60.8,56.0,930,4.97,4.93,3.01
0.32,Premium,F,VS2,60.6,59.0,645,4.4,4.44,2.68
1.32,Ideal,G,VS2,62.4,57.0,8728,7.05,6.98,4.38
0.9,Very Good,I,SI2,61.5,57.0,3503,6.16,6.19,3.8
0.51,Very Good,G,VS2,62.3,59.0,1438,5.07,5.1,3.17
0.71,Ideal,D,SI2,61.1,57.0,2612,5.77,5.79,3.53
1.07,Very Good,D,IF,60.9,58.0,18114,6.57,6.67,4.03
0.59,Ideal,F,SI1,62.3,54.0,1424,5.37,5.41,3.36
0.42,Ideal,H,VVS1,61.4,55.0,1052,4.81,4.83,2.96
1.57,Ideal,J,SI1,62.3,57.0,7737,7.45,7.39,4.62
0.7,Very Good,F,SI2,62.1,57.0,1940,5.63,5.68,3.51
0.57,Premium,G,VS1,62.4,58.0,1851,5.29,5.32,3.31
1.18,Very Good,H,SI1,60.1,59.0,5508,6.83,6.88,4.11
0.3,Ideal,F,VVS1,62.4,56.0,868,4.28,4.31,2.68
1.12,Very Good,H,SI1,62.3,55.0,5236,6.64,6.69,4.15
1.07,Ideal,E,SI1,61.4,55.0,6561,6.57,6.62,4.05
1.01,Ideal,E,VVS2,61.7,57.0,11400,6.42,6.44,3.97
1.53,Very Good,H,VS2,60.9,63.0,11452,7.37,7.41,4.5
1.6,Ideal,H,SI2,61.5,55.0,8779,7.53,7.55,4.64
0.71,Very Good,D,SI1,61.0,58.0,2683,5.71,5.87,3.53
0.4,Very Good,D,VVS2,61.4,58.3,1359,4.73,4.74,2.9
1.1,Premium,H,SI2,59.5,57.0,4004,6.81,6.74,4.03
1.28,Premium,D,SI2,61.2,58.0,6936,7.09,6.96,4.3
1.27,Ideal,H,SI1,61.5,55.0,6472,6.97,6.95,4.28
1.0,Ideal,D,SI1,63.0,56.0,4592,6.33,6.28,3.97
0.39,Ideal,G,SI1,61.3,54.0,748,4.73,4.77,2.91
0.32,Ideal,H,IF,60.9,56.0,842,4.41,4.42,2.69
0.31,Ideal,F,VS2,61.9,55.0,802,4.39,4.37,2.71
2.01,Premium,H,SI2,62.3,60.0,14558,7.97,7.95,4.96
0.71,Ideal,I,VS2,61.5,55.0,2878,5.76,5.78,3.55
1.13,Ideal,H,I1,61.1,56.0,3603,6.71,6.77,4.12
0.24,Very Good,E,VVS1,62.2,59.0,552,3.99,4.02,2.49
0.4,Good,F,SI1,63.6,59.0,869,4.67,4.64,2.96
0.46,Good,F,VS1,56.5,61.0,1109,5.11,5.05,2.87
0.55,Very Good,J,VS2,61.7,54.0,1172,5.29,5.34,3.28
0.7,Very Good,D,VVS2,61.1,57.0,3622,5.7,5.75,3.5
0.3,Premium,D,SI2,60.2,60.0,447,4.32,4.35,2.61
0.89,Ideal,D,SI2,60.8,56.0,4192,6.22,6.25,3.79
1.21,Ideal,F,VS2,61.2,57.0,8452,6.87,6.82,4.19
0.33,Premium,G,VVS2,61.5,62.0,901,4.43,4.39,2.71
0.4,Good,D,SI1,63.6,57.0,720,4.67,4.7,2.98
0.58,Ideal,H,SI1,60.9,57.0,1421,5.38,5.33,3.26
1.22,Ideal,E,VVS2,61.6,56.0,14414,6.85,6.88,4.23
1.51,Premium,J,VS1,61.4,57.0,8204,7.38,7.3,4.51
1.34,Premium,D,SI2,61.5,58.0,7438,7.07,7.04,4.34
0.91,Good,F,SI1,64.0,57.0,3423,6.08,6.17,3.92
0.32,Ideal,E,VS2,61.4,57.0,608,4.4,4.46,2.72
1.51,Good,J,SI1,64.1,61.0,6394,7.16,7.19,4.6
0.53,Ideal,D,SI1,62.0,57.0,1566,5.19,5.23,3.23
1.72,Premium,H,VS2,61.9,56.0,13122,7.74,7.67,4.77
1.03,Ideal,D,SI2,61.8,56.0,4679,6.46,6.51,4.01
1.23,Premium,F,SI1,62.5,58.0,5641,6.83,6.76,4.25
0.5,Very Good,H,VS1,61.0,56.0,1598,5.1,5.13,3.12
0.35,Premium,D,VS2,59.7,58.0,829,4.57,4.61,2.74
1.01,Premium,H,SI1,60.3,59.0,4191,6.45,6.42,3.88
0.4,Very Good,F,VS1,62.2,55.0,786,4.68,4.74,2.93
0.9,Premium,D,SI1,59.4,62.0,4304,6.24,6.19,3.69
0.53,Very Good,D,VS1,60.5,58.0,2170,5.27,5.3,3.2
0.59,Ideal,I,VVS1,61.2,56.0,2049,5.42,5.46,3.33
0.5,Very Good,E,VS2,62.4,57.0,1568,5.01,5.03,3.13
1.02,Very Good,H,SI1,58.4,62.0,4518,6.55,6.61,3.84
2.2,Premium,H,SI1,61.2,59.0,17265,8.42,8.37,0.0
0.32,Very Good,H,VS2,62.3,57.0,505,4.37,4.39,2.73
0.35,Ideal,D,VS2,61.8,55.0,1063,4.56,4.53,2.81
0.92,Premium,J,VS2,60.9,62.0,3091,6.31,6.26,3.83
1.13,Premium,I,SI1,62.8,57.0,4746,6.68,6.64,4.18
0.38,Ideal,D,VS1,61.0,57.0,955,4.66,4.69,2.85
0.57,Ideal,E,VS2,61.6,56.0,1819,5.38,5.34,3.3
2.05,Premium,E,SI2,59.7,59.0,17237,8.39,8.27,4.97
0.5,Good,D,SI1,63.7,56.0,1436,5.05,5.09,3.23
0.81,Premium,F,SI1,61.2,56.0,2926,6.03,6.0,3.68
0.31,Good,I,SI1,64.3,55.0,377,4.27,4.29,2.75
0.44,Premium,E,VVS2,60.0,59.0,1274,4.95,4.99,2.98
0.58,Very Good,E,VS2,61.1,63.0,1566,5.41,5.33,3.28
0.64,Ideal,D,SI1,62.1,57.0,1991,5.52,5.49,3.42
1.27,Very Good,J,VS2,62.7,58.0,5530,6.88,6.91,4.32
1.51,Ideal,I,VS1,61.6,56.0,10576,7.37,7.43,4.56
1.11,Ideal,I,VS1,61.2,57.0,6758,6.67,6.7,4.09
0.81,Very Good,D,VVS2,63.9,56.0,5423,5.79,5.91,3.74
0.26,Very Good,E,VVS2,62.6,58.0,597,4.07,4.11,2.56
0.77,Ideal,D,SI2,62.3,55.0,3011,5.9,5.85,3.66
1.22,Ideal,G,VS2,59.9,56.0,8485,7.01,6.97,4.19
0.36,Very Good,G,VS1,60.7,57.1,821,4.57,4.65,2.79
0.43,Ideal,F,VVS1,62.0,57.0,1422,4.84,4.81,2.99
1.23,Ideal,G,VS1,62.0,56.0,9030,6.92,6.86,4.27
0.57,Ideal,F,VS2,61.6,55.0,1737,5.35,5.37,3.3
0.52,Good,H,SI1,63.1,57.0,1111,5.09,5.14,3.23
1.01,Premium,G,VVS2,60.7,58.0,7862,6.52,6.49,3.95
1.22,Premium,I,SI2,62.3,58.0,4919,6.85,6.8,4.25
0.27,Ideal,G,IF,61.0,56.0,672,4.17,4.19,2.55
0.31,Premium,G,VS1,62.2,58.0,625,4.34,4.38,2.71
0.9,Ideal,I,SI2,62.8,55.0,3104,6.19,6.14,3.87
1.63,Very Good,H,SI1,59.8,60.0,10216,7.64,7.68,4.58
1.02,Ideal,G,VS2,61.7,56.0,6648,6.44,6.52,4.0
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55
0.71,Very Good,F,SI1,61.1,58.0,2742,5.71,5.77,3.51
0.34,Very Good,E,SI1,59.0,60.0,596,4.56,4.62,2.71
0.71,Very Good,D,SI1,61.5,58.0,2843,5.73,5.79,3.54
0.9,Premium,E,SI1,60.8,59.0,4463,6.19,6.24,3.78
2.37,Ideal,J,VS2,62.2,57.0,16059,8.52,8.58,5.32
1.57,Ideal,I,SI1,61.7,56.0,9555,7.45,7.48,4.61
1.51,Premium,I,VS2,61.8,59.0,9301,7.36,7.4,4.56
0.54,Ideal,D,SI1,61.5,56.0,1662,5.23,5.25,3.22
2.0,Ideal,G,VS2,62.3,57.0,17760,8.06,7.97,4.99
